scientificName,vernacularName,taxonId,redListCategory,assessmentYear,speciesGroup,assessmentArea
Lycoperdon pyriforme,pærerøyksopp,54338,LC,2021,Sopper,Norge
Lycoperdon turneri,fjellrøyksopp,54340,LC,2021,Sopper,Norge
Lycoperdon umbrinum,skogrøyksopp,54341,LC,2021,Sopper,Norge
Lycoperdon utriforme,ruterøyksopp,54342,LC,2021,Sopper,Norge
Lycopersicon esculentum,tomat,103726,NA,2021,Karplanter,Norge
Lycophotia porphyrea,røsslyngfly,47721,LC,2021,Sommerfugler,Norge
Lycopodiella inundata,myrkråkefot,103852,NT,2021,Karplanter,Norge
Lycopodium annotinum,stri kråkefot,103854,LC,2021,Karplanter,Norge
Lycopodium annotinum subsp. alpestre,fjellkråkefot,103855,LC,2021,Karplanter,Norge
Lycopodium annotinum subsp. annotinum,skogkråkefot,103856,LC,2021,Karplanter,Norge
Lycopodium clavatum,myk kråkefot,103857,LC,2021,Karplanter,Norge
Lycopodium clavatum subsp. clavatum,mokråkefot,103858,LC,2021,Karplanter,Norge
Lycopodium clavatum subsp. monostachyon,rypefot,103859,LC,2021,Karplanter,Norge
Lycopus europaeus,klourt,102323,LC,2021,Karplanter,Norge
Lycoriella (Hemineurina) abbrevinervis,,18323,NE,2021,Tovinger,Norge
Lycoriella (Hemineurina) brevicubitalis,,18324,NE,2021,Tovinger,Norge
Lycoriella (Hemineurina) cochleata,,18325,NE,2021,Tovinger,Norge
Lycoriella (Hemineurina) conspicua,,18326,NE,2021,Tovinger,Norge
Lycoriella (Hemineurina) globiceps,,18327,NE,2021,Tovinger,Norge
Lycoriella (Hemineurina) inflata,,18328,NE,2021,Tovinger,Norge
Lycoriella (Hemineurina) venosa,,18331,NE,2021,Tovinger,Norge
Lycoriella (Lycoriella) ingenua,,18340,NE,2021,Tovinger,Norge
Lycoriella (Lycoriella) latilobata,,18341,NE,2021,Tovinger,Norge
Lycoriella (Lycoriella) sativae,,138638,NE,2021,Tovinger,Norge
Lyctocoris campestris,,110201,NA,2021,Nebbmunner,Norge
Lyctus africanus,,6167,NA,2021,Biller,Norge
Lyctus brunneus,parkettbille,6168,NA,2021,Biller,Norge
Lyctus linearis,eikesplintbille,6169,VU,2021,Biller,Norge
Lydella grisescens,,27168,NE,2021,Tovinger,Norge
Lydella stabulans,,27170,NE,2021,Tovinger,Norge
Lydina aenea,,27172,NE,2021,Tovinger,Norge
Lygephila craccae,augustvikkefly,47214,LC,2021,Sommerfugler,Norge
Lygephila pastinum,engvikkefly,47212,LC,2021,Sommerfugler,Norge
Lygephila viciae,kalkvikkefly,47213,LC,2021,Sommerfugler,Norge
Lygistopterus sanguineus,,10477,LC,2021,Biller,Norge
Lygocoris pabulinus,hagetege,109845,LC,2021,Nebbmunner,Norge
Lygocoris rugicollis,epletege,109846,LC,2021,Nebbmunner,Norge
Lygus gemellatus,,170657,LC,2021,Nebbmunner,Norge
Lygus pratensis,,109854,LC,2021,Nebbmunner,Norge
Lygus punctatus,,109855,LC,2021,Nebbmunner,Norge
Lygus rugulipennis,håret engtege,109856,LC,2021,Nebbmunner,Norge
Lygus wagneri,,109857,LC,2021,Nebbmunner,Norge
Lymantor coryli,,9184,LC,2021,Biller,Norge
Lymantria monacha,barskognonne,47295,LC,2021,Sommerfugler,Norge
Lymexylon navale,skipsverftsbille,9349,CR,2021,Biller,Norge
Lymnaea (Lymnaea) stagnalis,stordamsnegl,120995,LC,2021,Bløtdyr,Norge
Lymnocryptes minimus,kvartbekkasin,3771,LC,2021,Fugler,Norge
Lynceus brachyurus,,123866,DD,2021,Krepsdyr,Norge
Lynx lynx,gaupe,48020,EN,2021,Pattedyr,Norge
Lyomyces crustosus,greinknorteskinn,203905,LC,2021,Sopper,Norge
Lyomyces juniperi,einerknorteskinn,211362,NT,2021,Sopper,Norge
Lyomyces pruni,almeknorteskinn,211360,NT,2021,Sopper,Norge
Lyomyces sambuci,hyllknorteskinn,139449,LC,2021,Sopper,Norge
Lyonetia clerkella,slyngminérmøll,45072,LC,2021,Sommerfugler,Norge
Lyonetia ledi,,45073,LC,2021,Sommerfugler,Norge
Lyonetia padifoliella,,128684,VU,2021,Sommerfugler,Norge
Lyonetia pulverulentella,,45070,NT,2021,Sommerfugler,Norge
Lyonsia arenosa,,108446,LC,2021,Bløtdyr,Norge
Lyonsia norwegica,,108447,LC,2021,Bløtdyr,Norge
Lyonsiella abyssicola,,108453,LC,2021,Bløtdyr,Norge
Lyophyllum amariusculum,blek sotgråhatt,54365,VU,2021,Sopper,Norge
Lyophyllum ambustum,rusporet bålgråhatt,54366,LC,2021,Sopper,Norge
Lyophyllum anthracophilum,bålgråhatt,54368,LC,2021,Sopper,Norge
Lyophyllum atratum,eggsporet bålgråhatt,54369,DD,2021,Sopper,Norge
Lyophyllum baeospermum,,54370,NE,2021,Sopper,Norge
Lyophyllum boudieri,,54371,LC,2021,Sopper,Norge
Lyophyllum caerulescens,,54373,NE,2021,Sopper,Norge
Lyophyllum confusum,melgråhatt,54375,LC,2021,Sopper,Norge
Lyophyllum conocephalum,blek gråhatt,54376,NE,2021,Sopper,Norge
Lyophyllum coracinum,,54377,NT,2021,Sopper,Norge
Lyophyllum decastes,grå knippesopp,54379,LC,2021,Sopper,Norge
Lyophyllum deliberatum,kalksotgråhatt,54382,LC,2021,Sopper,Norge
Lyophyllum fumosum,greinet knippesopp,54385,LC,2021,Sopper,Norge
Lyophyllum leucophaeatum,filtet sotgråhatt,54392,LC,2021,Sopper,Norge
Lyophyllum mephiticum,kittgråhatt,54394,NE,2021,Sopper,Norge
Lyophyllum murinum,musegråhatt,54396,LC,2021,Sopper,Norge
Lyophyllum putidum,nålegråhatt,54401,LC,2021,Sopper,Norge
Lyophyllum rancidum,rotgråhatt,54402,LC,2021,Sopper,Norge
Lyophyllum semitale,liten sotgråhatt,54404,LC,2021,Sopper,Norge
Lyophyllum shimeji,furuknippesopp,133382,NT,2021,Sopper,Norge
Lyophyllum striipileum,traktgråhatt,60641,DD,2021,Sopper,Norge
Lyophyllum transforme,trekantsporet sotgråhatt,54408,VU,2021,Sopper,Norge
Lyophyllum tylicolor,piggsporegråhatt,54409,LC,2021,Sopper,Norge
Lype phaeopa,,49959,LC,2021,Vårfluer,Norge
Lype reducta,,49960,NT,2021,Vårfluer,Norge
Lypha dubia,,27174,NE,2021,Tovinger,Norge
Lypha ruficauda,,27175,NE,2021,Tovinger,Norge
Lypoglossa lateralis,,11804,LC,2021,Biller,Norge
Lyprocorrhe anceps,,11806,LC,2021,Biller,Norge
Lypusa maurella,,44783,LC,2021,Sommerfugler,Norge
Lyrurus tetrix,orrfugl,4077,LC,2021,Fugler,Norge
Lysianassa plumosa,,2019,LC,2021,Krepsdyr,Norge
Lysianella petalocera,,2043,LC,2021,Krepsdyr,Norge
Lysichiton americanus,skunkkala,99323,NA,2021,Karplanter,Norge
Lysichiton camtschatcensis,hvit skunkkala,120044,NA,2021,Karplanter,Norge
Lysidice hebes,,153109,NE,2021,Leddormer,Norge
Lysidice ninetta,,51118,NA,2021,Leddormer,Norge
Lysiella oligantha,sibirnattfiol,99531,EN,2021,Karplanter,Norge
Lysilla loveni,,51299,LC,2021,Leddormer,Norge
Lysimachia arvensis,nonsblom,143501,LC,2021,Karplanter,Norge
Lysimachia arvensis var. caerulea,blå nonsblom,143622,NA,2021,Karplanter,Norge
Lysimachia ciliata,nikkefredløs,101841,NA,2021,Karplanter,Norge
Lysimachia clethroides,hvitfredløs,191324,NA,2021,Karplanter,Norge
Lysimachia europaea,skogstjerne,143502,LC,2021,Karplanter,Norge
Lysimachia foemina,flisenonsblom,143503,NA,2021,Karplanter,Norge
Lysimachia maritima,strandkryp,143504,LC,2021,Karplanter,Norge
Lysimachia minima,pusleblom,143505,EN,2021,Karplanter,Norge
Lysimachia nemorum,skogfredløs,101842,LC,2021,Karplanter,Norge
Lysimachia nummularia,krypfredløs,101843,NA,2021,Karplanter,Norge
Lysimachia punctata,fagerfredløs,101844,NA,2021,Karplanter,Norge
Lysimachia thyrsiflora,gulldusk,101845,LC,2021,Karplanter,Norge
Lysimachia vulgaris,fredløs,101846,LC,2021,Karplanter,Norge
Lysippe labiata,,51239,LC,2021,Leddormer,Norge
Lysippides fragilis,,51241,LC,2021,Leddormer,Norge
Lysurus cruciatus,fingerstanksopp,56779,NA,2021,Sopper,Norge
Lyteba bisulca,,213841,LC,2021,Vepser,Norge
Lyteba carinifrons,,214012,LC,2021,Vepser,Norge
Lyteba thomsoni,,214013,LC,2021,Vepser,Norge
Lythraria salicariae,,6838,LC,2021,Biller,Norge
Lythria cruentaria,purpurmåler,46742,LC,2021,Sommerfugler,Norge
Lythrum ×scabrum,hagekattehale,127964,NA,2021,Karplanter,Norge
Lythrum hyssopifolia,møllekattehale,102816,NA,2021,Karplanter,Norge
Lythrum portula,vasskryp,102817,EN,2021,Karplanter,Norge
Lythrum salicaria,kattehale,102818,LC,2021,Karplanter,Norge
Lythrum virgatum,prydkattehale,102819,NA,2021,Karplanter,Norge
Macandrevia cranium,bulldogskjell,118940,LC,2021,Armfotinger,Norge
Macaria alternata,grå buemåler,47050,LC,2021,Sommerfugler,Norge
Macaria brunneata,brun buemåler,47056,LC,2021,Sommerfugler,Norge
Macaria carbonaria,myrbuemåler,47054,LC,2021,Sommerfugler,Norge
Macaria fusca,pjuskemåler,47055,LC,2021,Sommerfugler,Norge
Macaria liturata,furubuemåler,47052,LC,2021,Sommerfugler,Norge
Macaria loricaria,krattbuemåler,47057,LC,2021,Sommerfugler,Norge
Macaria notata,gul buemåler,47049,LC,2021,Sommerfugler,Norge
Macaria signaria,granbuemåler,47051,LC,2021,Sommerfugler,Norge
Macaria wauaria,ripsbuemåler,47053,LC,2021,Sommerfugler,Norge
Macdunnoughia confusa,dråpemetallfly,47321,LC,2021,Sommerfugler,Norge
Macellicephala atlantica,,138958,NE,2021,Leddormer,Norge
Macellicephala longipalpa,,138960,NE,2021,Leddormer,Norge
Macellicephala violacea,,138963,NE,2021,Leddormer,Norge
Machimus arthriticus,svartlårrovflue,21323,LC,2021,Tovinger,Norge
Machimus setibarbus,svartskjeggrovflue,21325,EN,2021,Tovinger,Norge
Mackenziella psocoides,,15667,DD,2010,Spretthaler,Norge
Macoma calcarea,,108328,LC,2021,Bløtdyr,Norge
Macomangulus tenuis,,170300,LC,2021,Bløtdyr,Norge
Macowanites mattiroloanus,kremletrøffel,64574,DD,2021,Sopper,Norge
Macquartia nudigena,,27180,NE,2021,Tovinger,Norge
Macquartia tenebricosa,,27182,NE,2021,Tovinger,Norge
Macrargus boreus,skrinnbuemattevever,2815,LC,2021,Edderkoppdyr,Norge
Macrargus carpenteri,furubuemattevever,2816,LC,2021,Edderkoppdyr,Norge
Macrargus multesimus,buttbuemattevever,2817,LC,2021,Edderkoppdyr,Norge
Macrargus rufus,skogbuemattevever,2818,LC,2021,Edderkoppdyr,Norge
Macrobrachius kowarzii,,18796,EN,2021,Tovinger,Norge
Macrocera alpicola,,213491,NE,2021,Tovinger,Norge
Macrocera anglica,,19315,LC,2021,Tovinger,Norge
Macrocera angulata,,19316,LC,2021,Tovinger,Norge
Macrocera aterrima,,19317,NE,2021,Tovinger,Norge
Macrocera centralis,,19318,LC,2021,Tovinger,Norge
Macrocera estonica,,19319,LC,2021,Tovinger,Norge
Macrocera fasciata,,19320,LC,2021,Tovinger,Norge
Macrocera fascipennis,,19321,LC,2021,Tovinger,Norge
Macrocera grandis,,19323,VU,2021,Tovinger,Norge
Macrocera inversa,,211808,LC,2021,Tovinger,Norge
Macrocera lutea,,19324,LC,2021,Tovinger,Norge
Macrocera maculata,,19325,LC,2021,Tovinger,Norge
Macrocera nigricoxa,,19327,LC,2021,Tovinger,Norge
Macrocera nigropicea,,19326,LC,2021,Tovinger,Norge
Macrocera parva,,19328,LC,2021,Tovinger,Norge
Macrocera phalerata,,19329,LC,2021,Tovinger,Norge
Macrocera pilosa,,19330,LC,2021,Tovinger,Norge
Macrocera pumilio,,19331,VU,2021,Tovinger,Norge
Macrocera pusilla,,19332,LC,2021,Tovinger,Norge
Macrocera stigma,,19333,LC,2021,Tovinger,Norge
Macrocera stigmoides,,19334,LC,2021,Tovinger,Norge
Macrocera summatis,,19336,DD,2021,Tovinger,Norge
Macrocera vittata,,19337,LC,2021,Tovinger,Norge
Macrocera zetterstedti,,19338,LC,2021,Tovinger,Norge
Macrochaeta clavicornis,,127547,LC,2021,Leddormer,Norge
Macrochaeta polyonyx,,127548,LC,2021,Leddormer,Norge
Macrochilo cribrumalis,punktviftefly,47184,LC,2021,Sommerfugler,Norge
Macrocyclops albidus,korthalehops,124018,LC,2021,Krepsdyr,Norge
Macrocyclops fuscus,mørkkorthalehops,124019,LC,2021,Krepsdyr,Norge
Macrocypria sarsi,,207454,NE,2021,Krepsdyr,Norge
Macrocypris minna,,50200,NE,2021,Krepsdyr,Norge
Macrocystidia cucumis,agurkhatt,54426,LC,2021,Sopper,Norge
Macrodema micropterum,,110384,LC,2021,Nebbmunner,Norge
Macrodiplosis pustularis,,19706,NE,2021,Tovinger,Norge
Macrodiprion nemoralis,,111761,NT,2021,Vepser,Norge
Macrogastra (Macrogastra) ventricosa,storribbekøllesnegl,121144,NT,2021,Bløtdyr,Norge
Macrogastra (Pyrostoma) plicatula,småribbekøllesnegl,121146,LC,2021,Bløtdyr,Norge
Macroglossum stellatarum,dagsvermer,46500,NA,2021,Sommerfugler,Norge
Macrolepiota excoriata,åkerparasollsopp,52096,VU,2021,Sopper,Norge
Macrolepiota mastoidea,skjoldparasollsopp,52099,VU,2021,Sopper,Norge
Macrolepiota permixta,,52101,NE,2021,Sopper,Norge
Macrolepiota procera,stor parasollsopp,52102,LC,2021,Sopper,Norge
Macrolophus melanotoma,,109788,NA,2021,Nebbmunner,Norge
Macrolophus pygmaeus,,109786,LC,2021,Nebbmunner,Norge
Macronychia agrestis,,26764,LC,2021,Tovinger,Norge
Macronychia griseola,,26766,LC,2021,Tovinger,Norge
Macronychia polyodon,,26767,LC,2021,Tovinger,Norge
Macronychia striginervis,,26768,LC,2021,Tovinger,Norge
Macropelopia adaucta,,17785,NE,2021,Tovinger,Norge
Macropelopia nebulosa,,17786,NE,2021,Tovinger,Norge
Macropelopia notata,,17787,NE,2021,Tovinger,Norge
Macrophya albicincta,,112223,LC,2021,Vepser,Norge
Macrophya albipuncta,,112224,LC,2021,Vepser,Norge
Macrophya annulata,,112225,LC,2021,Vepser,Norge
Macrophya blanda,,112226,VU,2021,Vepser,Norge
Macrophya duodecimpunctata,,112228,LC,2021,Vepser,Norge
Macrophya montana,,112229,LC,2021,Vepser,Norge
Macrophya punctumalbum,,112230,NT,2021,Vepser,Norge
Macrophya ribis,,112231,LC,2021,Vepser,Norge
Macrophya sanguinolenta,,112233,LC,2021,Vepser,Norge
Macrophya teutona,,112234,LC,2021,Vepser,Norge
Macropipus tuberculatus,,16660,LC,2021,Krepsdyr,Norge
Macropis europaea,fredløsbie,119619,LC,2021,Vepser,Norge
Macroplea appendiculata,tjønnaksvannbukk,7162,LC,2021,Biller,Norge
Macroplea mutica,havgrasvannbukk,7163,DD,2021,Biller,Norge
Macropodia rostrata,stankelbenkrabbe,16618,LC,2021,Krepsdyr,Norge
Macropsis cerea,,111005,LC,2021,Nebbmunner,Norge
Macropsis fuscinervis,,111007,LC,2021,Nebbmunner,Norge
Macropsis fuscula,bringebærbladsikade,111008,LC,2021,Nebbmunner,Norge
Macropsis glandacea,,111009,NA,2021,Nebbmunner,Norge
Macropsis graminea,,111013,NA,2021,Nebbmunner,Norge
Macropsis impura,,111015,LC,2021,Nebbmunner,Norge
Macropsis infuscata,,111016,LC,2021,Nebbmunner,Norge
Macropsis megerlei,,111018,EN,2021,Nebbmunner,Norge
Macropsis prasina,,111019,NA,2021,Nebbmunner,Norge
Macroramphosus scolopax,trompetfisk,42870,NA,2021,Fisker,Norge
Macrorchis meditata,,26392,NE,2021,Tovinger,Norge
Macrorrhyncha flava,,19285,NT,2021,Tovinger,Norge
Macrosaldula scotica,storstrandtege,109690,LC,2021,Nebbmunner,Norge
Macrosteles alpinus,,111393,LC,2021,Nebbmunner,Norge
Macrosteles cristatus,,111395,LC,2021,Nebbmunner,Norge
Macrosteles empetri,,111396,LC,2021,Nebbmunner,Norge
Macrosteles fieberi,,111397,LC,2021,Nebbmunner,Norge
Macrosteles frontalis,,111398,LC,2021,Nebbmunner,Norge
Macrosteles horvathi,,111399,LC,2021,Nebbmunner,Norge
Macrosteles laevis,,111400,LC,2021,Nebbmunner,Norge
Macrosteles lividus,,111401,LC,2021,Nebbmunner,Norge
Macrosteles ossiannilssoni,,111405,LC,2021,Nebbmunner,Norge
Macrosteles septemnotatus,,111407,LC,2021,Nebbmunner,Norge
Macrosteles sexnotatus,,111408,LC,2021,Nebbmunner,Norge
Macrosteles sordidipennis,,111409,VU,2021,Nebbmunner,Norge
Macrosteles variatus,,111410,LC,2021,Nebbmunner,Norge
Macrosteles viridigriseus,,111411,LC,2021,Nebbmunner,Norge
Macrosternodesmus palicola,,48380,NE,2021,Mangefotinger,Norge
Macrostylis longiremis,,44287,LC,2021,Krepsdyr,Norge
Macrostylis spinifera,,44288,LC,2021,Krepsdyr,Norge
Macrostylis subinermis,,44289,LC,2021,Krepsdyr,Norge
Macrothrix hirsuticornis,polarbunnkreps,123965,LC,2021,Krepsdyr,Norge
Macrothrix laticornis,sagtannbunnkreps,123966,LC,2021,Krepsdyr,Norge
Macrothylacia rubi,bringebærspinner,46455,LC,2021,Sommerfugler,Norge
Macrotylus paykullii,,110064,NT,2021,Nebbmunner,Norge
Macrotyphula filiformis,hul trådklubbesopp,61818,LC,2021,Sopper,Norge
Macrotyphula fistulosa,,55663,LC,2021,Sopper,Norge
Macrotyphula tremula,bregnetrådkøllesopp,55664,LC,2021,Sopper,Norge
Macrourus berglax,isgalt,42732,LC,2021,Fisker,Norge
Mactra stultorum,,108306,LC,2021,Bløtdyr,Norge
Macustus grisescens,,111306,LC,2021,Nebbmunner,Norge
Madia glomerata,,128750,NA,2021,Karplanter,Norge
Madia sativa,klisterurt,100743,NA,2021,Karplanter,Norge
Madiza glabra,,24591,LC,2021,Tovinger,Norge
Madremyia clausa,,27186,NE,2021,Tovinger,Norge
Madrepora oculata,siksakkorall,5125,DD,2021,Koralldyr,Norge
Maera danae,,214416,LC,2021,Krepsdyr,Norge
Maera loveni,,2102,LC,2021,Krepsdyr,Norge
Maera tenera,,2104,DD,2021,Krepsdyr,Norge
Maerella tenuimana,,2106,NA,2021,Krepsdyr,Norge
Magdalis armigera,,9075,LC,2021,Biller,Norge
Magdalis barbicornis,,9076,NT,2021,Biller,Norge
Magdalis carbonaria,,9077,LC,2021,Biller,Norge
Magdalis cerasi,,9079,NT,2021,Biller,Norge
Magdalis duplicata,,9080,LC,2021,Biller,Norge
Magdalis frontalis,,9083,LC,2021,Biller,Norge
Magdalis linearis,,9085,LC,2021,Biller,Norge
Magdalis nitida,,9087,LC,2021,Biller,Norge
Magdalis phlegmatica,,9089,LC,2021,Biller,Norge
Magdalis ruficornis,,9091,LC,2021,Biller,Norge
Magdalis violacea,,9092,LC,2021,Biller,Norge
Magelona alleni,,153077,LC,2021,Leddormer,Norge
Magelona minuta,,153078,LC,2021,Leddormer,Norge
Magelona mirabilis,,153079,NE,2021,Leddormer,Norge
Magnisudis atlantica,nebblaksetobis,204466,NA,2021,Fisker,Norge
Magnolia sieboldii,junimagnolia,170399,NA,2021,Karplanter,Norge
Mahonia aquifolium,mahonie,103003,NA,2021,Karplanter,Norge
Maianthemum bifolium,maiblom,99554,LC,2021,Karplanter,Norge
Maianthemum racemosum,toppkonvall,99555,NA,2021,Karplanter,Norge
Maianthemum stellatum,stjernekonvall,99556,NA,2021,Karplanter,Norge
Malachius aeneus,,7345,VU,2021,Biller,Norge
Malachius bipustulatus,,7346,LC,2021,Biller,Norge
Malacocephalus laevis,småskjellet skolest,42745,NA,2021,Fisker,Norge
Malacoceros fuliginosus,,153041,LC,2021,Leddormer,Norge
Malacoceros tetracerus,,153042,NE,2021,Leddormer,Norge
Malacocoris chlorizans,,109978,LC,2021,Nebbmunner,Norge
Malacodea regelaria,granmåler,46843,VU,2021,Sommerfugler,Norge
Malacolimax tenellus,gulkjølsnegl,121241,LC,2021,Bløtdyr,Norge
Malacomyia sciomyzina,,23585,LC,2021,Tovinger,Norge
Malacosoma castrensis,båndringspinner,46450,NT,2021,Sommerfugler,Norge
Malacosoma neustria,okergul ringspinner,46449,LC,2021,Sommerfugler,Norge
Malaxis monophyllos,knottblom,158332,EN,2021,Karplanter,Norge
Malcolmia africana,araberlevkøy,101265,NA,2021,Karplanter,Norge
Malcolmia maritima,strandlevkøy,101266,NA,2021,Karplanter,Norge
Maldane koreni,,139389,LC,2021,Leddormer,Norge
Maldane sarsi,,139390,LC,2021,Leddormer,Norge
Malletia obtusa,,137978,LC,2021,Bløtdyr,Norge
Mallochohelea nitida,,20203,NE,2021,Tovinger,Norge
Mallochohelea scandinaviae,,20204,NE,2021,Tovinger,Norge
Mallocybe agardhii,filtet ringtrevlesopp,216584,LC,2021,Sopper,Norge
Mallocybe fulvipes,,216586,NE,2021,Sopper,Norge
Mallocybe fuscomarginata,,216592,NE,2021,Sopper,Norge
Mallocybe heimii,,216587,NE,2021,Sopper,Norge
Mallocybe leucoblema,stor trevlesopp,216593,LC,2021,Sopper,Norge
Mallocybe malenconii,,216595,NE,2021,Sopper,Norge
Mallocybe terrigena,ringtrevlesopp,216598,LC,2021,Sopper,Norge
Mallota megilliformis,gul råtehullflue,22947,EN,2021,Tovinger,Norge
Mallotus villosus,lodde,42659,LC,2021,Fisker,Norge
Malmgrenia andreapolis,,138964,LC,2021,Leddormer,Norge
Malmgrenia arenicolae,,138965,LC,2021,Leddormer,Norge
Malmgrenia castanea,,138966,LC,2021,Leddormer,Norge
Malmgrenia darbouxi,,138967,NE,2021,Leddormer,Norge
Malmgrenia ljungmani,,138969,LC,2021,Leddormer,Norge
Malmgrenia lunulata,,138970,NE,2021,Leddormer,Norge
Malmgrenia marphysae,,138971,NE,2021,Leddormer,Norge
Malmgrenia mcintoshi,,138972,LC,2021,Leddormer,Norge
Malope trifida,sommerstokkrose,102730,NA,2021,Karplanter,Norge
Malthinus balteatus,,10196,VU,2021,Biller,Norge
Malthinus biguttatus,,10197,LC,2021,Biller,Norge
Malthinus facialis,,10198,VU,2021,Biller,Norge
Malthinus flaveolus,,10199,LC,2021,Biller,Norge
Malthinus frontalis,,10200,LC,2021,Biller,Norge
Malthinus seriepunctatus,,10201,NT,2021,Biller,Norge
Malthodes brevicollis,,10204,LC,2021,Biller,Norge
Malthodes crassicornis,,10205,LC,2021,Biller,Norge
Malthodes fibulatus,,10210,LC,2021,Biller,Norge
Malthodes flavoguttatus,,10211,LC,2021,Biller,Norge
Malthodes fuscus,,10212,LC,2021,Biller,Norge
Malthodes guttifer,,10213,LC,2021,Biller,Norge
Malthodes marginatus,,10214,LC,2021,Biller,Norge
Malthodes maurus,,10215,LC,2021,Biller,Norge
Malthodes minimus,,10216,LC,2021,Biller,Norge
Malthodes misellus,,10217,LC,2021,Biller,Norge
Malthodes mysticus,,10218,LC,2021,Biller,Norge
Malthodes pumilus,,10219,LC,2021,Biller,Norge
Malthodes spathifer,,10220,LC,2021,Biller,Norge
Malus ×moerlandsii,,170031,NA,2021,Karplanter,Norge
Malus ×purpurea,,170478,NA,2021,Karplanter,Norge
Malus asiatica,,128851,NA,2021,Karplanter,Norge
Malus baccata,småeple,103328,NA,2021,Karplanter,Norge
Malus dasyphylla,,170032,NA,2021,Karplanter,Norge
Malus domestica,eple,158334,NA,2021,Karplanter,Norge
Malus domestica,eple,158334,NA,2021,Karplanter,Svalbard
Malus floribunda,roseeple,103330,NA,2021,Karplanter,Norge
Malus prunifolia,,143506,NA,2021,Karplanter,Norge
Malus sargentii,sargenteple,103332,NA,2021,Karplanter,Norge
Malus sieboldii,,127965,NE,2021,Karplanter,Norge
Malus sylvestris,villeple,103333,VU,2021,Karplanter,Norge
Malus toringo,,143507,NA,2021,Karplanter,Norge
Malus trilobata,,170205,NA,2021,Karplanter,Norge
Malva alcea,rosekattost,102732,NA,2021,Karplanter,Norge
Malva cretica,kretakattost,102733,NA,2021,Karplanter,Norge
Malva moschata,moskuskattost,102734,NA,2021,Karplanter,Norge
Malva neglecta,småkattost,102735,LC,2021,Karplanter,Norge
Malva parviflora,møllekattost,102736,NA,2021,Karplanter,Norge
Malva pusilla,dvergkattost,102737,NA,2021,Karplanter,Norge
Malva sylvestris,legekattost,102738,LC,2021,Karplanter,Norge
Malva sylvestris subsp. mauritiana,stor apotekerkattost,102739,NA,2021,Karplanter,Norge
Malva sylvestris subsp. sylvestris,apotekerkattost,102740,LC,2021,Karplanter,Norge
Malva trimestris,,127958,NA,2021,Karplanter,Norge
Malva verticillata,kranskattost,102741,NA,2021,Karplanter,Norge
Mamestra brassicae,kålfly,47652,LC,2021,Sommerfugler,Norge
